# Wavelength, Reflectances
397.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041368 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.091204 0.000000 0.000000 0.000000 0.000000 0.302004 0.076042 0.150251 0.195519 0.324111 0.098304 0.117500
400.000000 0.031648 0.039870 0.034235 0.035598 0.042957 0.055453 0.033670 0.028249 0.040822 0.041295 0.027618 0.050477 0.034736 0.029978 0.067574 0.056638 0.051648 0.044637 0.048771 0.078896 0.049284 0.043840 0.058919 0.091527 0.050317 0.088989 0.099955 0.069434 0.302737 0.085025 0.162190 0.204443 0.331305 0.099336 0.117300
403.000000 0.030483 0.045933 0.034582 0.036811 0.047034 0.050784 0.035825 0.028509 0.039658 0.041357 0.030145 0.046444 0.032620 0.032013 0.066591 0.063180 0.054004 0.046069 0.055384 0.083892 0.052576 0.047994 0.059334 0.092211 0.051389 0.088822 0.096872 0.072693 0.307721 0.089836 0.165509 0.203497 0.327828 0.100187 0.117100
406.000000 0.030255 0.049405 0.035031 0.037711 0.049143 0.047382 0.036547 0.029267 0.039200 0.041482 0.031761 0.043761 0.031876 0.033523 0.065861 0.067048 0.055913 0.048214 0.059717 0.089512 0.055079 0.051705 0.060032 0.093038 0.052541 0.088536 0.095828 0.075595 0.308532 0.095585 0.174025 0.205834 0.328838 0.101056 0.116500
409.000000 0.032855 0.048332 0.035277 0.038835 0.048814 0.044963 0.035470 0.030786 0.038905 0.041582 0.032265 0.042070 0.032912 0.034334 0.065845 0.066179 0.057621 0.051617 0.060768 0.096485 0.056476 0.054659 0.061108 0.093996 0.054125 0.087183 0.097058 0.077722 0.311415 0.103971 0.181022 0.208252 0.330583 0.102228 0.115500
412.000000 0.032978 0.047604 0.035812 0.039486 0.046917 0.045477 0.033099 0.032579 0.040107 0.041728 0.032226 0.042779 0.034615 0.034136 0.066062 0.065179 0.057867 0.054908 0.061259 0.103299 0.057010 0.057526 0.061591 0.094971 0.055278 0.086972 0.099184 0.078953 0.313184 0.110717 0.188899 0.210948 0.331423 0.103387 0.114900
415.000000 0.032234 0.049814 0.036826 0.040361 0.047415 0.044625 0.033497 0.032482 0.039808 0.042015 0.031137 0.042920 0.035229 0.036745 0.066275 0.067793 0.057866 0.057284 0.064693 0.110646 0.060278 0.059205 0.061064 0.096059 0.056635 0.088256 0.100474 0.081940 0.314833 0.120297 0.195730 0.212801 0.332429 0.104576 0.114400
418.000000 0.032633 0.050805 0.037019 0.041682 0.048825 0.044955 0.035841 0.033261 0.039546 0.042398 0.033988 0.043360 0.036134 0.038379 0.068285 0.069113 0.059791 0.060546 0.069819 0.118508 0.064402 0.062441 0.061206 0.097173 0.059698 0.088516 0.100448 0.082078 0.314416 0.129376 0.203105 0.213393 0.332186 0.105858 0.113900
420.000000 0.033466 0.051308 0.036967 0.041954 0.050015 0.044995 0.036946 0.034306 0.039643 0.042631 0.036415 0.043765 0.037840 0.037939 0.069244 0.069814 0.060844 0.063505 0.073668 0.123756 0.066599 0.064395 0.061645 0.097889 0.061753 0.088984 0.101320 0.082246 0.315561 0.134806 0.207386 0.215510 0.331457 0.106775 0.113600
423.000000 0.033710 0.051102 0.037615 0.040793 0.051146 0.045212 0.037372 0.035898 0.040456 0.042907 0.037275 0.044883 0.040097 0.038590 0.068898 0.070296 0.062374 0.066298 0.077209 0.130948 0.069241 0.068182 0.063674 0.098848 0.062083 0.090162 0.103127 0.084211 0.317048 0.142370 0.212472 0.217579 0.332704 0.108175 0.112900
